,Рентабельность продаж,Рентабельность активов (ROA),Рентабельность капитала (ROE)
25733,,,
25734,0.0112,-0.4347,1.5935
25735,,,
25736,,,
25737,,,
25738,,,
25739,0.5759,1.3223,1.7135
25740,,,
25741,0.8438,0.5226,0.5818
25742,1.0,4.2188,4.7368
25743,,,
25744,,,
25745,,,
25746,,,
25747,,,
25748,,,
25749,,,
25750,,,
25751,,,
25752,,,
25753,,-25.1429,0.6286
25754,,,
25755,,,
25756,,,
25757,,,
25758,,,
25759,0.0096,0.0141,0.1181
25760,,,
25761,,,
25762,,,
25763,,,
25764,,,
25765,,,
25766,,-0.0968,0.1977
25767,,,
25768,,,
25769,,,
25770,,,
25771,,,
25772,,,
25773,,,
25774,,,
25775,,,
25776,,,
25777,,,
25778,,,
25779,,,
25780,,,
25781,,,
25782,,,
25783,,,
25784,,,
25785,,,
25786,,,
25787,,,
25788,,,
25789,0.0927,0.3562,0.4463
25790,,,
25791,0.0332,0.3571,0.3571
25792,0.0164,0.0192,0.0417
25793,,,
25794,,,
25795,-0.6409,-5.6533,2.099
25796,,,
25797,0.2449,1.1488,1.696
25798,0.231,0.6501,0.6861
25799,,,
25800,,,
25801,,,
25802,,,
25803,,,
25804,,,
25805,,,
25806,,,
25807,0.3139,0.5644,-0.4816
25808,,,
25809,,,
25810,,,
25811,0.0015,,
25812,,,
25813,,,
25814,,,
25815,,,
25816,,,
25817,,,
25818,,,
25819,,,
25820,,,
25821,,,
25822,,,
25823,0.987,0.7036,0.7093
25824,,,
25825,,,
25826,,,
25827,,,
25828,,,
25829,,,
25830,,,
25831,,,
25832,,,
25833,,,
25834,0.0708,0.0302,0.0321
25835,,,
25836,,,
25837,,,
25838,,,
25839,,,
25840,,,
25841,,,
25842,0.0652,0.8023,0.8023
25843,,,
25844,,,
25845,,,
25846,,,
25847,,,
25848,,,
25849,,,
25850,,,
25851,,,
25852,,,
25853,,,
25854,,,
25855,,,
25856,,,
25857,,,
25858,,,
25859,,,
25860,,,
25861,,,
25862,0.1381,0.1559,0.2142
25863,,,
25864,,,
25865,-0.0149,0.0039,0.0061
25866,,,
25867,,,
25868,,,
25869,,,
25870,,,
25871,-0.0104,0.0906,0.1047
25872,,,
25873,,,
25874,0.1368,0.1176,1.0614
25875,,,
25876,,,
25877,,,
25878,,,
25879,,,
25880,,,
25881,,,
25882,,,
25883,,,
25884,0.169,1.9444,1.9896
25885,,,
25886,,,
25887,,,
25888,,,
25889,,,
25890,,,
25891,,,
25892,,,
25893,,,
25894,,,
25895,,,
25896,,,
25897,,,
25898,,,
25899,,,
25900,,,
25901,0.0143,,
25902,,,
25903,,,
25904,,,
25905,,,
25906,,,
25907,,,
25908,,,
25909,,,
25910,-0.0871,0.0147,0.0168
25911,0.0649,0.3046,0.3856
25912,,,
25913,,,
25914,0.0617,0.5594,-11.3188
25915,,,
25916,,,
25917,,,
25918,,,
25919,-0.9018,-1.6267,-1.781
25920,,,
25921,,,
25922,0.021,0.3506,0.776
25923,0.3383,0.0835,0.0854
25924,,,
25925,,,
25926,,,
25927,,,
25928,,,
25929,,,
25930,,,
25931,,,
25932,,,
25933,,-0.0447,0.0009
25934,0.0356,0.2416,0.514
25935,0.0665,0.8404,1.6495
25936,,,
25937,,,
25938,0.0411,0.1685,1.3361
25939,,,
25940,,,
25941,,,
25942,,,
25943,,,
25944,,,
25945,,-0.0084,-0.0084
25946,,,
25947,,,
25948,,-0.0117,0.0253
25949,,,
25950,,,
25951,,,
25952,,,
25953,0.2512,0.7251,0.9887
25954,,,
25955,,,
25956,,,
25957,,,
25958,,,
25959,,,
25960,,,
25961,,,
25962,,,
25963,,,
25964,,,
25965,,,
25966,0.0257,0.1289,0.1402
25967,,,
25968,0.0298,0.0891,0.1125
25969,,,
25970,,,
25971,-0.115,-0.7207,-0.8012
25972,,,
25973,,,
25974,,,
25975,,,
25976,,,
25977,,,
25978,-0.0356,-0.0177,0.1202
25979,0.019,0.1093,0.1699
25980,,,
25981,,,
25982,,,
25983,,,
25984,0.0177,-0.0322,-0.0436
25985,,,
25986,,,
25987,-3.5429,-0.5814,0.8259
25988,0.0813,0.0298,0.0312
25989,,,
25990,,,
25991,0.1029,0.5347,0.5347
25992,,,
25993,,,
25994,,,
25995,,,
25996,-0.3584,-0.0804,-1.164
25997,,,
25998,0.0027,-0.0306,0.1598
25999,,,
26000,,,
26001,,,
26002,,,
26003,0.1788,0.1361,0.1475
26004,,,
26005,,,
26006,,,
26007,,,
26008,0.5062,0.0015,0.0017
26009,,,
26010,,,
26011,,,
26012,,,
26013,,,
26014,0.1019,0.4046,1.7283
26015,,,
26016,0.4903,-2.4122,0.6054
26017,-0.3944,-2.4114,2.0049
26018,,,
26019,0.0738,0.463,2.049
26020,,,
26021,,,
26022,,,
26023,0.0371,0.1905,0.3243
26024,0.0924,0.3112,0.3468
26025,,,
26026,,,
26027,,,
26028,0.6265,0.5586,0.7654
26029,,,
26030,,,
26031,,,
26032,0.13,0.2075,0.2246
26033,0.1048,0.3226,0.3637
26034,,,
26035,,,
26036,0.0072,0.1001,0.1032
26037,,,
26038,,,
26039,0.2737,1.7053,1.9999
26040,0.5313,0.1445,0.1647
26041,,,
26042,,,
26043,,,
26044,0.0053,0.008,0.0523
26045,-0.4396,1.2869,-0.4882
26046,,,
26047,-0.065,-0.4909,-1.8498
26048,,,
26049,-1.4099,-1.1254,0.5693
26050,,,
26051,,,
26052,0.0226,0.2039,0.2039
26053,,,
26054,,,
26055,,0.0613,-0.0089
26056,,,
26057,,,
26058,-1.8447,-1.1261,-1.7508
26059,,,
26060,0.0582,0.4808,0.5763
26061,,,
26062,-0.3145,0.0144,0.0157
26063,,,
26064,,,
26065,,,
26066,0.0351,0.0207,0.0218
26067,,,
26068,,,
26069,,,
26070,,,
26071,,,
26072,,,
26073,,,
26074,,,
26075,,,
26076,,,
26077,,,
26078,,,
26079,,,
26080,,,
26081,,,
26082,,,
26083,,,
26084,,,
26085,,,
26086,,,
26087,,,
26088,,-0.0191,-0.1571
26089,,,
26090,,,
26091,,,
26092,,,
26093,,,
26094,,,
26095,,,
26096,,,
26097,,,
26098,,,
26099,,,
26100,,,
26101,0.2113,0.4472,0.4662
26102,,,
26103,,,
26104,0.0216,-0.0014,-0.0016
26105,0.0001,0.0084,-0.1092
26106,,,
26107,,,
26108,0.014,0.0034,0.055
26109,,,
26110,,,
26111,,,
26112,,,
26113,,,
26114,,,
26115,,,
26116,,,
26117,,,
26118,,,
26119,0.3067,0.0924,0.1667
26120,0.0388,0.1176,0.1976
26121,0.101,0.0584,0.0899
26122,,,
26123,,,
26124,,,
26125,,,
26126,0.1924,0.0402,0.1591
26127,,,
26128,,,
26129,,,
26130,,,
26131,0.154,0.115,0.1627
26132,,,
26133,,,
26134,,,
26135,0.1577,0.2293,0.2819
26136,,,
26137,,,
26138,,,
26139,,,
26140,0.0284,0.0785,0.103
26141,,,
26142,,,
26143,,,
26144,,,
26145,,,
26146,,,
26147,-0.6528,-0.3214,-0.35
26148,-0.0565,-0.0134,-0.0158
26149,,,
26150,,,
26151,-0.2533,-0.0076,-0.0105
26152,,,
26153,,,
26154,,,
26155,0.2216,-0.0543,-0.2734
26156,,,
26157,0.0485,0.0091,0.0295
26158,,,
26159,-0.1519,-0.0808,0.0183
26160,,,
26161,,,
26162,,,
26163,,,
26164,,,
26165,,,
26166,,,
26167,,,
26168,0.0143,1.5745,1.5745
26169,,,
26170,0.1271,0.2496,0.2736
26171,,,
26172,,,
26173,,,
26174,,,
26175,,,
26176,,,
26177,0.1663,0.6134,0.6557
26178,,,
26179,,,
26180,,,
26181,,,
26182,,,
26183,,,
26184,,,
26185,,,
26186,,,
26187,,,
26188,,,
26189,,,
26190,,,
26191,-0.0224,-0.0011,-0.0013
26192,,,
26193,,,
26194,,,
26195,,,
26196,0.1414,0.3215,0.4458
26197,,,
26198,,,
26199,,,
26200,0.004,0.0853,0.0887
26201,,,
26202,,,
26203,,,
26204,,,
26205,0.0911,0.2477,0.3364
26206,,,
26207,0.0975,0.1101,0.1238
26208,,,
26209,0.0027,,
26210,,,
26211,,,
26212,0.2249,0.0406,0.0592
26213,,,
26214,,,
26215,,,
26216,0.1683,0.0101,2.0
26217,,,
26218,,,
26219,,,
26220,,,
26221,,,
26222,,,
26223,,,
26224,,,
26225,,,
26226,,,
26227,,,
26228,,,
26229,,,
26230,,,
26231,,,
26232,,,
26233,,,
26234,,,
26235,,,
26236,,,
26237,0.3465,0.3134,0.4243
26238,,,
26239,0.9835,0.2255,0.2676
26240,,,
26241,,,
26242,,,
26243,,,
26244,0.0245,,
26245,-0.2655,0.0868,0.1244
26246,,,
26247,,,
26248,-0.0111,-0.9548,2.9634
26249,0.0111,0.0213,1.2877
26250,,,
26251,,,
26252,,,
26253,,,
26254,,,
26255,,,
26256,,,
26257,,,
26258,,,
26259,,,
26260,,,
26261,,,
26262,,,
26263,,,
26264,,,
26265,,,
26266,,,
26267,,,
26268,,,
26269,0.0621,0.0041,0.0043
26270,,,
26271,,,
26272,,,
26273,0.207,-0.0198,-0.0269
26274,,,
26275,0.0221,0.0043,0.0048
26276,,,
26277,,,
26278,,,
26279,,,
26280,,,
26281,,,
26282,,,
26283,,,
26284,-0.1979,-0.1473,-0.1549
26285,,,
26286,,,
26287,,,
26288,,,
26289,,,
26290,,,
26291,,,
26292,,,
26293,,,
26294,,,
26295,,,0.1875
26296,,,
26297,0.0823,0.5415,0.5668
26298,,,
26299,,,
26300,0.2533,0.0373,0.0378
26301,,,
26302,,,
26303,-0.0065,-0.068,0.1811
26304,,,
26305,,,
26306,,,
26307,,,
26308,,,
26309,-0.0525,-0.2009,0.8151
26310,,,
26311,,,
26312,,,
26313,,,
26314,,,
26315,,,
26316,,,
26317,-0.1323,-2.031,-3.7636
26318,,,
26319,,,
26320,,,
26321,0.0725,0.0801,0.1077
26322,,,
26323,,,
26324,,,
26325,0.0244,0.1891,0.2496
26326,,,
26327,,,
26328,,,
26329,,,
26330,,,
26331,,,
26332,,,
26333,0.0113,0.2518,0.4786
26334,,,
26335,0.1109,0.3019,0.3305
26336,,,
26337,,,
26338,0.0603,0.1139,0.3302
26339,,,
26340,0.063,0.0062,0.0064
26341,,,
26342,,,
26343,,,
26344,,,
26345,,,
26346,,,
26347,,,
26348,,,
26349,,,
26350,,,
26351,0.0299,0.0292,0.033
26352,,-0.1369,0.0015
26353,,,
26354,,,
26355,,,
26356,,,
26357,,,
26358,,,
26359,,,
26360,,,
26361,,,
26362,,-0.9283,-1.47
26363,,,
26364,,,
26365,,,
26366,,,
26367,,,
26368,0.0265,0.0456,0.063
26369,,,
26370,,,
26371,,,
26372,0.1432,0.146,0.3821
26373,,,
26374,0.0738,0.1109,0.136
26375,,,
26376,,,
26377,,,
26378,,,
26379,0.0181,0.283,-0.1382
26380,,,
26381,,,
26382,,,
26383,,,
26384,,,
26385,,,
26386,,,
26387,0.0624,0.4523,0.6141
26388,,,
26389,,,
26390,,,
26391,,,
26392,-0.7627,0.1905,0.3659
26393,,,
26394,,,
26395,,,
26396,,,
26397,,,
26398,,,
26399,,,
26400,,,
26401,0.1129,0.0912,0.0929
26402,0.0488,0.1499,0.3183
26403,,,
26404,0.1814,0.4489,0.7906
26405,,,
26406,,,
26407,,,
26408,0.9403,0.2558,-0.0795
26409,0.1111,0.0851,0.087
26410,-0.0661,-0.2167,-1.0725
26411,,,
26412,,,
26413,,,
26414,0.1421,0.0634,0.2504
26415,,,
26416,0.027,0.0006,-0.0041
26417,,,
26418,-0.0123,0.1008,0.2463
26419,,,
26420,,,
26421,,,
26422,,,
26423,,,
26424,0.0177,0.0671,0.4182
26425,,,
26426,0.0049,0.0287,0.1337
26427,,,
26428,,,
26429,0.5579,0.6882,0.9326
26430,,,
26431,,,
26432,0.0028,0.0218,1.0142
26433,0.0042,0.0444,0.8732
26434,,,
26435,,,
26436,0.0132,0.0383,1.9876
26437,,,
26438,,,
26439,,,
26440,,,
26441,-2.4,0.0543,-0.0371
26442,0.3088,0.2111,0.2852
26443,,-0.0022,0.0019
26444,0.0314,0.0806,-0.0456
26445,,,
26446,,,
26447,,,
26448,,,
26449,,,
26450,,,
26451,,,
26452,,,
26453,,,
26454,,,
26455,0.0157,0.0044,0.1296
26456,,,
26457,,,
26458,,,
26459,,,
26460,,,
26461,,,
26462,0.4549,0.1971,4.7961
26463,,-1.2,0.4286
26464,,,
26465,,,
26466,,,
26467,,,
26468,0.0417,0.0049,0.9655
26469,,,
26470,,,
26471,0.2081,1.6344,1.879
26472,,,
26473,,-0.1428,-0.25
26474,,,
26475,,,
26476,,,
26477,,,
26478,,,
26479,,,
26480,,,
26481,,,
26482,,,
26483,,,
26484,,,
26485,0.0048,0.1406,0.3524
26486,,,
26487,,,
26488,,,
26489,,,
26490,0.1434,0.6467,0.6474
26491,,,
26492,0.2104,0.0219,0.0382
26493,0.0297,,
26494,,,
26495,,,
26496,,,
26497,0.0246,0.0139,0.0142
26498,,,
26499,,,
26500,,,
26501,,,
26502,,,
26503,,,
26504,,,
26505,,,
26506,,,
26507,,,
26508,,,
26509,,,
26510,,,
26511,,,
26512,,,
26513,0.0716,-0.124,-0.1415
26514,,,
26515,,,
26516,0.0304,-0.0815,-0.0984
26517,,,
26518,,,
26519,0.16,0.4334,0.5709
26520,,,
26521,0.0195,0.0073,0.0594
26522,,,
26523,,,
26524,,,
26525,,,
26526,0.0261,0.0138,-0.0196
26527,,,
26528,,,
26529,,,
26530,0.1722,0.0166,0.0706
26531,0.1761,0.057,0.2326
26532,,,
26533,,,
26534,,,
26535,,,
26536,,,
26537,0.1913,0.2649,0.2678
26538,,,
26539,,,
26540,,,
26541,,,
26542,,,
26543,,,
26544,,,
26545,,,
26546,,,
26547,,,
26548,,,
26549,,,
26550,,,
26551,,,
26552,,,
26553,,,
26554,,,
26555,,,
26556,0.0163,-0.021,-0.0225
26557,,,
26558,0.2255,1.5696,1.637
26559,,,
26560,,,
26561,,,
26562,,,
26563,0.5582,1.153,1.153
26564,,,
26565,,,
26566,,,
26567,0.6685,0.5336,0.584
26568,,,
26569,,,
26570,,,
26571,,-0.4224,-0.7576
26572,,,
26573,,,
26574,,,
26575,,,
26576,,,
26577,0.1733,0.0476,0.0489
26578,0.1318,0.3401,0.5768
26579,-0.0111,-0.6862,-4.018
26580,,,
26581,,,
26582,,,
26583,,,
26584,0.0142,0.03,0.6124
26585,,,
26586,0.1252,0.0482,0.1647
26587,,,
26588,,,
26589,,,
26590,,,
26591,,,
26592,,,
26593,,,
26594,,,
26595,,,
26596,,,
26597,,,
26598,,,
26599,,,
26600,,,
26601,0.0487,0.0434,0.0663
26602,,,
26603,,,
26604,,,
26605,,,
26606,,,
26607,,,
26608,,,
26609,,,
26610,-0.0125,0.0113,0.0163
26611,0.5389,0.6403,1.3899
26612,,,
26613,-0.3483,-0.8575,2.2581
26614,0.3496,1.0786,1.9673
26615,,,
26616,,,
26617,,,
26618,,,
26619,0.0246,0.0007,0.0401
26620,,,
26621,,,
26622,,,
26623,,,
26624,,,
26625,,,
26626,,,
26627,,,
26628,,,
26629,,,
26630,,,
26631,,,
26632,,,
26633,,,
26634,,,
26635,,,
26636,,,
26637,,,
26638,,,
26639,,,
26640,,,
26641,,,
26642,,,
26643,,,
26644,,,
26645,0.0087,0.0209,-0.087
26646,,,
26647,0.0581,0.0358,0.0466
26648,,,
26649,,,
26650,,,
26651,0.2455,0.2008,0.2682
26652,,,
26653,,,
26654,,,
26655,0.1559,0.0301,-0.0464
26656,,,
26657,,,
26658,,,
26659,,,
26660,,,
26661,,,
26662,,,
26663,,,
26664,,,
26665,,,
26666,,,
26667,,,
26668,,,
26669,,,
26670,0.2123,0.1117,0.158
26671,,,
26672,,,
26673,,,
26674,0.0369,0.0199,0.0485
26675,,,
26676,,,
26677,,,
26678,,,
26679,0.1374,0.0783,0.1033
26680,,,
26681,,,
26682,,,
26683,,,
26684,,,
26685,,,
26686,,,
26687,,,
26688,,,
26689,,,
26690,,,
26691,,,
26692,,,
26693,0.0002,-0.104,-0.1078
26694,,,
26695,,,
26696,0.0047,0.0475,0.1474
26697,0.1751,0.6404,0.645
26698,,,
26699,,,
26700,,,
26701,,-1.9821,-1.9821
26702,,,
26703,,,
26704,0.8032,3.2309,3.6139
26705,,,
26706,,,
26707,,,
26708,,,
26709,,,
26710,,,
26711,,,
26712,,,
26713,,,
26714,,,
26715,,,
26716,,,
26717,,,
26718,,,
26719,,,
26720,,,
26721,0.0202,0.0244,0.0244
26722,0.1892,0.4137,1.3855
26723,,,
26724,,,
26725,,,
26726,,,
26727,,,
26728,,,
26729,,,
26730,,,
26731,,,
26732,,,
26733,0.209,0.0201,0.1101
26734,,,
26735,0.3769,0.0353,0.0756
26736,,,
26737,0.2255,0.0275,0.0278
26738,,,
26739,,,
26740,,,
26741,1.0,0.0845,0.1682
26742,,,
26743,,,
26744,,,
26745,,,
26746,,,
26747,,,
26748,,,
26749,,,
26750,0.0464,0.0744,0.09
26751,,,
26752,,,
26753,1.0,5.5556,30.0
26754,,,
26755,,,
26756,,,
26757,0.098,0.4019,0.6837
26758,,,
26759,,,
26760,,,
26761,,,
26762,,,
26763,,,
26764,,,
26765,,,
26766,,,
26767,,,
26768,0.8409,0.0098,0.01
26769,,,
26770,,,
26771,,,
26772,,,
26773,,,
26774,,,
26775,,,
26776,0.0193,0.4495,0.5141
26777,,,
26778,,,
26779,,,
26780,,,
26781,,,
26782,-0.6619,-1.0858,3.6075
26783,,,
26784,,,
26785,,,
26786,,,
26787,,,
26788,,,
26789,,,
26790,,,
26791,,,
26792,0.022,0.0439,0.07
26793,,,
26794,0.1413,0.326,0.7475
26795,0.0403,0.0961,0.3716
26796,,,
26797,,,
26798,0.2295,0.2786,0.6379
26799,,,
26800,-0.6809,-0.14,-0.2895
26801,,,
26802,,,
26803,,,
26804,,,
26805,0.1236,0.1042,0.1419
26806,,,
26807,,-0.0032,0.1754
26808,,,
26809,,,
26810,,,
26811,,,
26812,,,
26813,,,
26814,,,
26815,0.1322,0.1783,0.5247
26816,0.2534,0.1172,0.1696
26817,,,
26818,,,
26819,,,
26820,,,
26821,,,
26822,,,
26823,,,
26824,0.0463,0.0977,1.0836
26825,,,
26826,0.1168,0.0774,0.1198
26827,,,
26828,,,
26829,,,
26830,,,
26831,,,
26832,,,
26833,,,
26834,0.2843,0.566,0.5815
26835,,,
26836,,,
26837,,,
26838,,,
26839,,,
26840,,,
26841,,,
26842,,,
26843,,,
26844,,,
26845,,,
26846,,,
26847,,,
26848,,,
26849,,,
26850,,,
26851,,,
26852,,,
26853,,,
26854,,,
26855,,,
26856,0.066,0.151,0.3546
26857,0.0555,0.12,0.7465
26858,,,
26859,,,
26860,,,
26861,,,
26862,,,
26863,,,
26864,0.0573,0.0183,-0.3493
26865,0.1117,0.238,-2.6038
26866,,,
26867,,,
26868,,,
26869,,,
26870,,,
26871,,,
26872,,,
26873,,,
26874,,,
26875,,,
26876,,,
26877,,,
26878,,,
26879,,,
26880,,,
26881,,,
26882,,,
26883,,,
26884,,,
26885,,,
26886,,,
26887,,,
26888,,,
26889,,,
26890,,,
26891,,,
26892,,,
26893,,,
26894,,,
26895,,,
26896,0.0002,-0.0146,0.1667
26897,,,
26898,,,
26899,,,
26900,,,
26901,0.0096,0.9,0.9
26902,,,
26903,,,
26904,,,
26905,,,
26906,0.4388,0.9062,1.7599
26907,,,
26908,,,
26909,,,
26910,,,
26911,,,
26912,,,
26913,,,
26914,,,
26915,,,
26916,,,
26917,,,
26918,,,
26919,0.0076,0.0028,0.0351
26920,,,
26921,,,
26922,,,
26923,,,
26924,0.2249,0.2213,0.2892
26925,,,
26926,,,
26927,,,
26928,0.6297,0.2077,1.8333
26929,,,
26930,,,
26931,-0.1113,-0.1334,-0.2863
26932,,,
26933,0.024,0.0247,0.1398
26934,0.1122,0.1201,-7.8182
26935,,,
26936,,,
26937,,,
26938,0.0376,0.0078,0.0909
26939,0.0922,0.0738,0.0797
26940,0.3771,0.1778,0.2302
26941,,,
26942,,,
26943,,,
26944,0.0316,0.0072,0.4491
26945,,,
26946,,,
26947,,,
26948,,,
26949,,,
26950,,,
26951,,,
26952,,,
26953,,,
26954,0.5337,0.0376,0.8634
26955,,,
26956,0.0597,0.051,0.0572
26957,,,
26958,,,
26959,,,
26960,,,
26961,0.152,0.2027,0.2113
26962,,,
26963,,,
26964,,,
26965,,,
26966,,,
26967,0.0903,0.0272,-0.0365
26968,,,
26969,,,
26970,,,
26971,,,
26972,0.0012,-0.0403,-0.5385
26973,,,
26974,,,
26975,,,
26976,,,
26977,,,
26978,,,
26979,,,
26980,0.2568,0.3558,2.164
26981,,,
26982,,,
26983,,,
26984,,,
26985,,,
26986,,,
26987,,,
26988,,,
26989,0.1457,0.2774,2.026
26990,,,
26991,,,
26992,-0.1965,-1.2076,-1.9129
26993,,,
26994,0.1029,-0.0066,-0.0079
26995,,,
26996,,,
26997,,,
26998,,,
26999,,,
27000,,,
27001,0.0588,0.1574,0.2382
27002,,,
27003,,,
27004,,,
27005,,,
27006,,,
27007,,,
27008,,,
27009,,,
27010,,,
27011,,,
27012,,,
27013,,,
27014,,,
27015,,,
27016,,,
27017,,,
27018,,,
27019,,,
27020,,,
27021,,,
27022,,,
27023,,,
27024,,,
27025,,,
27026,,,
27027,,,
27028,,,
27029,,,
27030,,,
27031,,,
27032,0.3847,0.6674,0.8267
27033,0.1357,0.2561,1.2332
27034,,,
27035,,,
27036,,,
27037,,,
27038,,,
27039,,,
27040,-0.0453,-0.1974,-0.7876
27041,,,
27042,,,
27043,,,
27044,,,
27045,,,
27046,,,
27047,,,
27048,,,
27049,,,
27050,,,
27051,0.0667,0.0923,0.1706
27052,,,
27053,,,
27054,,,
27055,,,
27056,,,
27057,,,
27058,,,
27059,0.0381,0.0071,0.0106
27060,0.1621,0.1589,0.1873
27061,,,
27062,0.46,0.9068,1.0087
27063,,,
27064,,,
27065,,-0.0725,-0.0727
27066,,-0.1505,-0.1505
27067,,,
27068,0.1256,1.0502,1.9743
27069,,,
27070,,,
27071,,,
27072,,,
27073,,,
27074,,,
27075,,,
27076,,,
27077,,,
27078,,,
27079,,,
27080,,,
27081,,,
27082,,,
27083,,,
27084,-0.5579,-0.5376,-0.6994
27085,,,
27086,,,
27087,,,
27088,,,
27089,,,
27090,,,
27091,-0.1082,-0.0508,0.2783
27092,,,
27093,,-1.5,0.0361
27094,,,
27095,,,
27096,0.0003,0.7843,0.8333
27097,,,
27098,,,
27099,,,
27100,,,
27101,,,
27102,,,
27103,-0.1797,-1.2771,0.3883
27104,,,
27105,-1.0255,-0.2871,-0.3683
27106,,,
27107,,,
27108,,,
27109,,,
27110,,,
27111,0.022,0.0002,0.0606
27112,,,
27113,,,
27114,,,
27115,,,
27116,,,
27117,0.058,0.0455,0.0629
27118,,,
27119,,,
27120,,,
27121,,-0.0102,0.6406
27122,0.3,0.2174,0.5192
27123,,,
27124,,,
27125,,,
27126,,,
27127,,,
27128,,,
27129,0.1966,0.325,0.3821
27130,,,
27131,,,
27132,,,
27133,,,
27134,,,
27135,,,
27136,,,
27137,,,
27138,,0.0514,0.0521
27139,,,
27140,,,
27141,,,
27142,,,
27143,,,
27144,,,
27145,,,
27146,,,
27147,,,
27148,,,
27149,,,
27150,,,
27151,,,
27152,,,
27153,,,
27154,,,
27155,,,
27156,0.2286,0.4171,0.898
27157,,,
27158,,,
27159,,,
27160,0.1678,1.2268,1.2459
27161,,,
27162,,,
27163,,,
27164,,,
27165,,,
27166,,,
27167,,,
27168,,,
27169,,,
27170,,,
27171,0.0782,0.0656,0.905
27172,,,
27173,,,
27174,,,
27175,,,
27176,,,
27177,,,
27178,,,
27179,,,
27180,,,
27181,,,
27182,,,
27183,0.5857,0.205,0.2832
27184,,,
27185,0.1973,0.331,0.3544
27186,-0.2345,-0.0797,-0.1119
27187,,,
27188,,,
27189,,,
27190,,,
27191,,,
27192,,,
27193,,,
27194,,,
27195,0.2844,0.3769,0.5017
27196,,,
27197,,,
27198,0.0052,0.0076,0.4848
27199,,,
27200,,,
27201,,,
27202,,,
27203,,,
27204,,,
27205,0.1841,0.5893,1.0581
27206,0.0446,0.0433,1.3333
27207,,,
27208,,,
27209,0.0262,0.0157,0.0175
27210,0.0531,-0.0146,-0.0152
27211,0.1482,0.7845,2.0
27212,,,
27213,0.0487,0.0555,0.0604
27214,,,
27215,0.0316,0.101,0.1064
27216,,,
27217,,-0.0656,-0.0662
27218,,,
27219,,,
27220,,,
27221,,,
27222,,,
27223,,,
27224,,,
27225,,,
27226,,,
27227,0.0425,0.1097,0.1198
27228,,,
27229,0.0489,0.0141,0.0141
27230,0.7638,2.1515,2.6296
27231,,,
27232,,,
27233,,,
27234,,,
27235,,,
27236,,,
27237,,,
27238,0.2951,0.0421,0.0486
27239,,,
27240,-0.007,-2.0943,2.8101
27241,,,
27242,,,
27243,,,
27244,,,
27245,-0.4788,0.0463,-0.716
27246,,,
27247,,,
27248,0.0503,0.009,0.0335
27249,0.189,0.5122,-0.2596
27250,,,
27251,,,
27252,,-0.0002,-0.0002
27253,,,
27254,0.432,0.4121,0.4424
27255,,,
27256,,,
27257,0.1609,0.5514,1.1032
27258,0.2594,-0.7279,-4.6084
27259,-0.1825,-0.1288,-0.173
27260,,,
27261,,,
27262,,,
27263,,,
27264,,,
27265,,,
27266,,,
27267,,,
27268,,,
27269,0.9966,0.0611,0.2194
27270,,,
27271,0.1647,-0.0274,-0.3233
27272,,,
27273,,,
27274,,,
27275,,,
27276,,,
27277,,,
27278,0.2255,0.1436,0.1525
27279,,,
27280,-0.2285,-0.1704,1.1685
27281,-0.0119,-0.3469,0.5
27282,,,
27283,-0.4424,0.7892,0.7967
27284,,,
27285,,,
27286,0.0723,0.3387,0.4942
27287,,,
27288,,,
27289,,,
27290,-0.0405,-0.1208,-0.1691
27291,,,
27292,,,
27293,,,
27294,0.0004,0.0032,0.0305
27295,,,
27296,,,
27297,,,
27298,,,
27299,0.0817,0.132,0.1611
27300,,,
27301,,,
27302,0.0414,0.4186,2.8125
27303,,,
27304,,,
27305,0.0488,0.4157,0.9031
27306,,,
27307,0.0115,-0.0491,-0.1559
27308,,,
27309,,,
27310,,,
27311,,,
27312,,,
27313,,,
27314,,,
27315,,,
27316,0.1159,0.0579,0.1169
27317,,,
27318,0.0238,0.035,0.059
27319,-0.0006,-0.1779,6.4291
27320,0.0234,0.1122,0.1302
27321,,,
27322,,,
27323,-0.0037,-1.0562,1.0258
27324,0.0131,0.0025,0.0141
27325,,,
27326,,,
27327,,,
27328,,,
27329,,,
27330,,,
27331,,,
27332,,,
27333,0.1869,0.1108,0.1752
27334,0.0097,0.0064,0.0428
27335,0.0898,0.1071,0.1251
27336,,,
27337,,,
27338,,,
27339,,,
27340,0.0088,0.0404,2.0036
27341,,-0.1287,0.1858
27342,0.0197,0.0615,0.5559
27343,,,
27344,,,
27345,,,
27346,,,
27347,,,
27348,0.1657,0.0189,0.0191
27349,,,
27350,,,
27351,0.0267,0.0219,0.0223
27352,,,
27353,,,
27354,0.0105,0.0013,0.0421
27355,,,
27356,0.2197,-0.6966,0.5773
27357,,,
27358,,,
27359,,,
27360,,,
27361,,,
27362,,,
27363,,,
27364,,,
27365,,,
27366,,,
27367,,,
27368,,,
27369,,,
27370,0.0323,0.0957,1.7684
27371,,,
27372,,,
27373,,-0.0071,-0.9412
27374,,,
27375,,,
27376,,,
27377,,,
27378,,,
27379,,,
27380,,,
27381,,,
27382,0.0126,0.0444,-0.0175
27383,-0.1048,-1.6736,-1.8052
27384,-0.8621,-0.4925,-0.5989
27385,0.2596,0.3537,2.852
27386,,-0.1429,-0.6667
27387,0.0479,0.0348,0.0369
27388,,,
27389,,,
27390,,,
27391,,,
27392,,,
